Experiment Started: 2025-12-14 17:44:48.846676
Parcel_ID, Feature_Perturbed, Original_Price, New_Price, Importance_Score
531475220, Neighborhood, 245000.0, 245000.0, 0.0
531475220, Overall Quality, 245000.0, 235000.0, 10000.0
531475220, Overall Condition, 245000.0, 245000.0, 0.0
531475220, Year Built, 245000.0, 245000.0, 0.0
531475220, Year Remodeled/Added, 245000.0, 245000.0, 0.0
531475220, Exterior Quality, 245000.0, 245000.0, 0.0
531475220, Exterior Condition, 245000.0, 245000.0, 0.0
531475220, Basement Height Quality, 245000.0, 245000.0, 0.0
531475220, Basement Condition, 245000.0, 245000.0, 0.0
531475220, Basement Finished Area 1 (sqft), 245000.0, 245000.0, 0.0
531475220, Total Basement Area (sqft), 245000.0, 245000.0, 0.0
531475220, Heating Quality, 245000.0, 245000.0, 0.0
531475220, Central Air Conditioning, 245000.0, 245000.0, 0.0
531475220, First Floor Area (sqft), 245000.0, 245000.0, 0.0
531475220, Above Ground Living Area (sqft), 245000.0, 245000.0, 0.0
531475220, Basement Full Bathrooms, 245000.0, 245000.0, 0.0
531475220, Full Bathrooms, 245000.0, 245000.0, 0.0
531475220, Bedrooms Above Ground, 245000.0, 245000.0, 0.0
531475220, Kitchen Quality, 245000.0, 245000.0, 0.0
531475220, Garage Type, 245000.0, 245000.0, 0.0
531475220, Garage Capacity (Cars), 245000.0, 245000.0, 0.0
531475220, Garage Area (sqft), 245000.0, 245000.0, 0.0
531385020, Neighborhood, 235000.0, 235000.0, 0.0
531385020, Overall Quality, 235000.0, 185000.0, 50000.0
531385020, Overall Condition, 235000.0, 235000.0, 0.0
531385020, Year Built, 235000.0, 235000.0, 0.0
531385020, Year Remodeled/Added, 235000.0, 235000.0, 0.0
531385020, Exterior Quality, 235000.0, 235000.0, 0.0
531385020, Exterior Condition, 235000.0, 235000.0, 0.0
531385020, Basement Height Quality, 235000.0, 235000.0, 0.0
531385020, Basement Condition, 235000.0, 235000.0, 0.0
531385020, Basement Finished Area 1 (sqft), 235000.0, 235000.0, 0.0
531385020, Total Basement Area (sqft), 235000.0, 235000.0, 0.0
531385020, Heating Quality, 235000.0, 235000.0, 0.0
531385020, Central Air Conditioning, 235000.0, 235000.0, 0.0
531385020, First Floor Area (sqft), 235000.0, 235000.0, 0.0
531385020, Above Ground Living Area (sqft), 235000.0, 235000.0, 0.0
531385020, Basement Full Bathrooms, 235000.0, 235000.0, 0.0
531385020, Full Bathrooms, 235000.0, 235000.0, 0.0
531385020, Bedrooms Above Ground, 235000.0, 235000.0, 0.0
531385020, Kitchen Quality, 235000.0, 235000.0, 0.0
531385020, Garage Type, 235000.0, 235000.0, 0.0
531385020, Garage Capacity (Cars), 235000.0, 235000.0, 0.0
531385020, Garage Area (sqft), 235000.0, 235000.0, 0.0
527162110, Neighborhood, 245000.0, 245000.0, 0.0
527162110, Overall Quality, 245000.0, 235000.0, 10000.0
527162110, Overall Condition, 245000.0, 245000.0, 0.0
527162110, Year Built, 245000.0, 245000.0, 0.0
527162110, Year Remodeled/Added, 245000.0, 245000.0, 0.0
527162110, Exterior Quality, 245000.0, 245000.0, 0.0
527162110, Exterior Condition, 245000.0, 245000.0, 0.0
527162110, Basement Height Quality, 245000.0, 245000.0, 0.0
527162110, Basement Condition, 245000.0, 245000.0, 0.0
527162110, Basement Finished Area 1 (sqft), 245000.0, 245000.0, 0.0
527162110, Total Basement Area (sqft), 245000.0, 245000.0, 0.0
527162110, Heating Quality, 245000.0, 245000.0, 0.0
527162110, Central Air Conditioning, 245000.0, 245000.0, 0.0
527162110, First Floor Area (sqft), 245000.0, 245000.0, 0.0
527162110, Above Ground Living Area (sqft), 245000.0, 245000.0, 0.0
527162110, Basement Full Bathrooms, 245000.0, 245000.0, 0.0
527162110, Full Bathrooms, 245000.0, 245000.0, 0.0
527162110, Bedrooms Above Ground, 245000.0, 245000.0, 0.0
527162110, Kitchen Quality, 245000.0, 245000.0, 0.0
527162110, Garage Type, 245000.0, 245000.0, 0.0
527162110, Garage Capacity (Cars), 245000.0, 245000.0, 0.0
527162110, Garage Area (sqft), 245000.0, 245000.0, 0.0
905226080, Neighborhood, 235000.0, 235000.0, 0.0
905226080, Overall Quality, 235000.0, 215000.0, 20000.0
905226080, Overall Condition, 235000.0, 235000.0, 0.0
905226080, Year Built, 235000.0, 235000.0, 0.0
905226080, Year Remodeled/Added, 235000.0, 225000.0, 10000.0
905226080, Exterior Quality, 235000.0, 245000.0, 10000.0
905226080, Exterior Condition, 235000.0, 235000.0, 0.0
905226080, Basement Height Quality, 235000.0, 235000.0, 0.0
905226080, Basement Condition, 235000.0, 235000.0, 0.0
905226080, Basement Finished Area 1 (sqft), 235000.0, 235000.0, 0.0
905226080, Total Basement Area (sqft), 235000.0, 245000.0, 10000.0
905226080, Heating Quality, 235000.0, 235000.0, 0.0
905226080, Central Air Conditioning, 235000.0, 235000.0, 0.0
905226080, First Floor Area (sqft), 235000.0, 245000.0, 10000.0
905226080, Above Ground Living Area (sqft), 235000.0, 235000.0, 0.0
905226080, Basement Full Bathrooms, 235000.0, 235000.0, 0.0
905226080, Full Bathrooms, 235000.0, 235000.0, 0.0
905226080, Bedrooms Above Ground, 235000.0, 245000.0, 10000.0
905226080, Kitchen Quality, 235000.0, 235000.0, 0.0
905226080, Garage Type, 235000.0, 235000.0, 0.0
905226080, Garage Capacity (Cars), 235000.0, 245000.0, 10000.0
905226080, Garage Area (sqft), 235000.0, 235000.0, 0.0
907201230, Neighborhood, 245000.0, 245000.0, 0.0
907201230, Overall Quality, 245000.0, 215000.0, 30000.0
907201230, Overall Condition, 245000.0, 245000.0, 0.0
907201230, Year Built, 245000.0, 245000.0, 0.0
907201230, Year Remodeled/Added, 245000.0, 245000.0, 0.0
907201230, Exterior Quality, 245000.0, 245000.0, 0.0
907201230, Exterior Condition, 245000.0, 245000.0, 0.0
907201230, Basement Height Quality, 245000.0, 245000.0, 0.0
907201230, Basement Condition, 245000.0, 245000.0, 0.0
907201230, Basement Finished Area 1 (sqft), 245000.0, 245000.0, 0.0
907201230, Total Basement Area (sqft), 245000.0, 245000.0, 0.0
907201230, Heating Quality, 245000.0, 245000.0, 0.0
907201230, Central Air Conditioning, 245000.0, 245000.0, 0.0
907201230, First Floor Area (sqft), 245000.0, 245000.0, 0.0
907201230, Above Ground Living Area (sqft), 245000.0, 245000.0, 0.0
907201230, Basement Full Bathrooms, 245000.0, 245000.0, 0.0
907201230, Full Bathrooms, 245000.0, 245000.0, 0.0
907201230, Bedrooms Above Ground, 245000.0, 245000.0, 0.0
907201230, Kitchen Quality, 245000.0, 245000.0, 0.0
907201230, Garage Type, 245000.0, 245000.0, 0.0
907201230, Garage Capacity (Cars), 245000.0, 245000.0, 0.0
907201230, Garage Area (sqft), 245000.0, 245000.0, 0.0
527326040, Neighborhood, 245000.0, 235000.0, 10000.0
527326040, Overall Quality, 245000.0, 185000.0, 60000.0
527326040, Overall Condition, 245000.0, 245000.0, 0.0
527326040, Year Built, 245000.0, 247000.0, 2000.0
527326040, Year Remodeled/Added, 245000.0, 245000.0, 0.0
527326040, Exterior Quality, 245000.0, 235000.0, 10000.0
527326040, Exterior Condition, 245000.0, 235000.0, 10000.0
527326040, Basement Height Quality, 245000.0, 235000.0, 10000.0
527326040, Basement Condition, 245000.0, 235000.0, 10000.0
527326040, Basement Finished Area 1 (sqft), 245000.0, 235000.0, 10000.0
527326040, Total Basement Area (sqft), 245000.0, 245000.0, 0.0
527326040, Heating Quality, 245000.0, 235000.0, 10000.0
527326040, Central Air Conditioning, 245000.0, 235000.0, 10000.0
527326040, First Floor Area (sqft), 245000.0, 235000.0, 10000.0
527326040, Above Ground Living Area (sqft), 245000.0, 245000.0, 0.0
527326040, Basement Full Bathrooms, 245000.0, 245000.0, 0.0
527326040, Full Bathrooms, 245000.0, 235000.0, 10000.0
527326040, Bedrooms Above Ground, 245000.0, 245000.0, 0.0
527326040, Kitchen Quality, 245000.0, 245000.0, 0.0
527326040, Garage Type, 245000.0, 245000.0, 0.0
527326040, Garage Capacity (Cars), 245000.0, 245000.0, 0.0
527326040, Garage Area (sqft), 245000.0, 245000.0, 0.0
910201020, Neighborhood, 185000.0, 215000.0, 30000.0
910201020, Overall Quality, 185000.0, 165000.0, 20000.0
910201020, Overall Condition, 185000.0, 185000.0, 0.0
910201020, Year Built, 185000.0, 185000.0, 0.0
910201020, Year Remodeled/Added, 185000.0, 215000.0, 30000.0
910201020, Exterior Quality, 185000.0, 165000.0, 20000.0
910201020, Exterior Condition, 185000.0, 185000.0, 0.0
910201020, Basement Height Quality, 185000.0, 185000.0, 0.0
910201020, Basement Condition, 185000.0, 185000.0, 0.0
910201020, Basement Finished Area 1 (sqft), 185000.0, 185000.0, 0.0
910201020, Total Basement Area (sqft), 185000.0, 185000.0, 0.0
910201020, Heating Quality, 185000.0, 215000.0, 30000.0
910201020, Central Air Conditioning, 185000.0, 215000.0, 30000.0
910201020, First Floor Area (sqft), 185000.0, 185000.0, 0.0
910201020, Above Ground Living Area (sqft), 185000.0, 215000.0, 30000.0
910201020, Basement Full Bathrooms, 185000.0, 185000.0, 0.0
910201020, Full Bathrooms, 185000.0, 185000.0, 0.0
910201020, Bedrooms Above Ground, 185000.0, 185000.0, 0.0
910201020, Kitchen Quality, 185000.0, 185000.0, 0.0
910201020, Garage Type, 185000.0, 185000.0, 0.0
910201020, Garage Capacity (Cars), 185000.0, 185000.0, 0.0
910201020, Garage Area (sqft), 185000.0, 185000.0, 0.0
535353040, Neighborhood, 215000.0, 215000.0, 0.0
535353040, Overall Quality, 215000.0, 165000.0, 50000.0
535353040, Overall Condition, 215000.0, 215000.0, 0.0
535353040, Year Built, 215000.0, 222000.0, 7000.0
535353040, Year Remodeled/Added, 215000.0, 215000.0, 0.0
535353040, Exterior Quality, 215000.0, 215000.0, 0.0
535353040, Exterior Condition, 215000.0, 215000.0, 0.0
535353040, Basement Height Quality, 215000.0, 215000.0, 0.0
535353040, Basement Condition, 215000.0, 215000.0, 0.0
535353040, Basement Finished Area 1 (sqft), 215000.0, 175000.0, 40000.0
535353040, Total Basement Area (sqft), 215000.0, 215000.0, 0.0
535353040, Heating Quality, 215000.0, 215000.0, 0.0
535353040, Central Air Conditioning, 215000.0, 215000.0, 0.0
535353040, First Floor Area (sqft), 215000.0, 215000.0, 0.0
535353040, Above Ground Living Area (sqft), 215000.0, 215000.0, 0.0
535353040, Basement Full Bathrooms, 215000.0, 215000.0, 0.0
535353040, Full Bathrooms, 215000.0, 215000.0, 0.0
535353040, Bedrooms Above Ground, 215000.0, 215000.0, 0.0
535353040, Kitchen Quality, 215000.0, 215000.0, 0.0
535353040, Garage Type, 215000.0, 215000.0, 0.0
535353040, Garage Capacity (Cars), 215000.0, 215000.0, 0.0
535353040, Garage Area (sqft), 215000.0, 215000.0, 0.0
911103060, Neighborhood, 255000.0, 265000.0, 10000.0
911103060, Overall Quality, 255000.0, 235000.0, 20000.0
911103060, Overall Condition, 255000.0, 245000.0, 10000.0
911103060, Year Built, 255000.0, 245000.0, 10000.0
911103060, Year Remodeled/Added, 255000.0, 245000.0, 10000.0
911103060, Exterior Quality, 255000.0, 245000.0, 10000.0
911103060, Exterior Condition, 255000.0, 255000.0, 0.0
911103060, Basement Height Quality, 255000.0, 245000.0, 10000.0
911103060, Basement Condition, 255000.0, 255000.0, 0.0
911103060, Basement Finished Area 1 (sqft), 255000.0, 255000.0, 0.0
911103060, Total Basement Area (sqft), 255000.0, 255000.0, 0.0
911103060, Heating Quality, 255000.0, 255000.0, 0.0
911103060, Central Air Conditioning, 255000.0, 255000.0, 0.0
911103060, First Floor Area (sqft), 255000.0, 265000.0, 10000.0
911103060, Above Ground Living Area (sqft), 255000.0, 245000.0, 10000.0
911103060, Basement Full Bathrooms, 255000.0, 255000.0, 0.0
911103060, Full Bathrooms, 255000.0, 245000.0, 10000.0
911103060, Bedrooms Above Ground, 255000.0, 245000.0, 10000.0
911103060, Kitchen Quality, 255000.0, 245000.0, 10000.0
911103060, Garage Type, 255000.0, 255000.0, 0.0
911103060, Garage Capacity (Cars), 255000.0, 255000.0, 0.0
911103060, Garage Area (sqft), 255000.0, 255000.0, 0.0
907405020, Neighborhood, 235000.0, 235000.0, 0.0
